City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Amritsar,20-11-2017,144.45,295.86,31.96,1.38,11.93,29.91,314
Amritsar,21-11-2017,128.92,264.88,46.82,1.17,9.23,33.66,307
Amritsar,22-11-2017,143.36,276.23,47.59,1.87,11,32.23,318
Amritsar,23-11-2017,110.68,237.22,48.8,1.74,9.61,51.68,288
Amritsar,24-11-2017,141.64,270.82,49.18,2.31,14.29,54.87,302
Amritsar,25-11-2017,143.81,268.1,50.9,2.44,11.24,21.83,322
Amritsar,26-11-2017,137.81,263.37,50.56,2.5,9.17,24.79,316
Amritsar,27-11-2017,137.05,266.39,45.09,2.52,10.52,60.42,313
Amritsar,28-11-2017,129.76,268.24,41.77,2.65,15.28,52.76,306
Amritsar,29-11-2017,146.1,283.99,30.53,3.08,6.11,44.48,317
Amritsar,30-11-2017,146.1,265.34,33.22,2.91,6.23,27.76,323
Amritsar,01-12-2017,147.77,270.1,35.25,2.47,6.53,26.29,324
Amritsar,02-12-2017,119.12,232.05,23.9,1.96,8.67,30.52,296
Amritsar,03-12-2017,130.16,239.25,14.57,2.31,6.87,19.05,309
Amritsar,04-12-2017,108.22,214.5,7.36,1.48,4.54,18.64,266
Amritsar,05-12-2017,92.93,189.34,3.08,1.39,3.69,18.47,227
Amritsar,06-12-2017,51.36,134.65,102.85,1.14,4.3,18.65,
Amritsar,07-12-2017,106.08,215.78,49.15,2.41,10.52,24.02,185
Amritsar,08-12-2017,131.98,266.2,20.28,2.83,15.63,23.9,298
Amritsar,09-12-2017,117.47,236.63,19.17,2.15,6.8,20.97,304
Amritsar,10-12-2017,102.19,198.88,18.62,3.83,7.07,19.06,277
Amritsar,11-12-2017,44.98,87.5,13.03,3.75,9.09,17.91,162
Amritsar,12-12-2017,53.43,87.57,10.07,2.82,4.37,19.16,127
Amritsar,13-12-2017,66.28,141.61,16.09,1.7,4.5,16.98,116
Amritsar,14-12-2017,58.41,124.48,16.29,0.86,6.69,17.61,126
Amritsar,15-12-2017,53.83,120.29,18.12,0.87,6.22,16.45,113
Amritsar,16-12-2017,58.65,129.08,19.43,0.7,4.64,15.89,114
Amritsar,17-12-2017,63.41,177.11,20.54,1.39,4.03,15.84,133
Amritsar,18-12-2017,43.93,121.78,21.39,1.74,3.97,16.82,142
Amritsar,19-12-2017,75.09,171.16,22.07,0.86,5.83,17.59,126
Amritsar,20-12-2017,108.76,221.19,23.33,1.2,6.1,22.4,230
Amritsar,21-12-2017,87.22,198.96,42.63,0.96,12.91,24.44,227
Amritsar,22-12-2017,56.46,126.01,25.53,1.53,2.98,24.89,143
Amritsar,23-12-2017,72.21,157.96,26.12,2.16,3.34,25.49,122
Amritsar,24-12-2017,96.33,186.31,28.36,1.71,3.36,21.55,197
Amritsar,25-12-2017,112.36,210.37,28.77,1.41,3.31,20.73,235
Amritsar,26-12-2017,148.9,272.45,28.1,1.22,2.86,19.3,315
Amritsar,27-12-2017,177.53,303.42,28.78,1.37,3.44,23.38,335
Amritsar,28-12-2017,101.19,188.85,26.62,1.24,5.94,23.25,298
Amritsar,29-12-2017,100.84,199.13,27.47,1.63,3.94,23.1,233
Amritsar,30-12-2017,133.75,254.85,28.81,2,3.58,19.5,283
Amritsar,31-12-2017,158.06,285.43,30.4,2.11,3.77,19.09,321
Amritsar,01-01-2018,161.69,291.36,30.43,1.7,2.9,18.68,331
Amritsar,02-01-2018,149.97,260.76,31.25,1.74,3.12,18.93,331
Amritsar,03-01-2018,87.04,179.58,29.9,1.42,3.54,18.71,232
Amritsar,04-01-2018,,,,,,,212
Amritsar,05-01-2018,,,,,,,
Amritsar,06-01-2018,,,,,,,
Amritsar,07-01-2018,,,,,,,
Amritsar,08-01-2018,,,,,,,
Amritsar,09-01-2018,,,,,,,
Amritsar,10-01-2018,,,,,,,
Amritsar,11-01-2018,,,,,,,
Amritsar,12-01-2018,98.85,198.54,75.7,1.47,5.39,26.64,
Amritsar,13-01-2018,103.52,189.41,78.17,1.66,3.32,19.76,237
Amritsar,14-01-2018,124.02,195.9,94.18,1.92,5.71,20.39,310
Amritsar,15-01-2018,66.92,138.18,86.72,1.36,3.24,23.5,170
Amritsar,16-01-2018,77.72,158.17,79.22,1.44,10,23.22,152
Amritsar,17-01-2018,77.71,151.64,77.4,1.25,3.27,19.23,144
Amritsar,18-01-2018,73.58,146.1,78.11,1.2,5.07,19.1,165
Amritsar,19-01-2018,61.57,131.82,77.61,1.23,3.64,20.29,126
Amritsar,20-01-2018,70.31,154.81,76.93,1.24,3.89,21.19,129
Amritsar,21-01-2018,74.04,163.69,76.91,1.2,3.09,22.55,149
Amritsar,22-01-2018,58.91,131.93,77.1,1.1,2.76,19.82,125
Amritsar,23-01-2018,58.9,110.95,78.77,0.82,3.24,17.78,123
Amritsar,24-01-2018,26.86,59.87,78.52,0.68,3.05,18.36,115
Amritsar,25-01-2018,62.55,122.25,79.24,1.98,3.1,17.4,127
Amritsar,26-01-2018,57.51,120.69,79.01,1.26,2.5,17.71,118
Amritsar,27-01-2018,70.09,160.56,60.24,1.04,5.11,17.25,132
Amritsar,28-01-2018,53.67,114.13,34.3,0.92,4.04,13.69,124
Amritsar,29-01-2018,45.61,101.86,45.86,0.94,3.4,15.74,127
Amritsar,30-01-2018,61.12,131.87,47.57,0.92,3.52,13.38,142
Amritsar,31-01-2018,56.96,135.69,53.42,0.92,2.97,13.15,150
Amritsar,01-02-2018,44.39,114.54,54.79,0.94,3.48,13.89,159
Amritsar,02-02-2018,31.79,96.3,59.83,0.82,2.56,13.11,149
Amritsar,03-02-2018,55.78,138.44,65.5,0.77,2.79,14.2,168
Amritsar,04-02-2018,50.4,131.72,70.81,0.66,2.66,14,165
Amritsar,05-02-2018,58.71,147.2,57.73,0.64,3.22,17.08,152
Amritsar,06-02-2018,48.6,136.91,49.52,0.63,2.82,13.82,130
Amritsar,07-02-2018,59.76,157.27,42.42,0.64,4.03,16.12,130
Amritsar,08-02-2018,67.11,160.02,49.05,0.61,3.38,14.43,141
Amritsar,09-02-2018,69.65,162.02,49.28,0.64,7.24,18.68,138
Amritsar,10-02-2018,67.14,166.85,61.48,0.63,4.55,19.32,145
Amritsar,11-02-2018,58.38,177.22,48.94,0.59,5.85,12.41,147
Amritsar,12-02-2018,48.16,87.04,35.24,0.52,2.83,12.54,123
Amritsar,13-02-2018,16.26,52.61,28.35,0.44,2.75,12.28,66
Amritsar,14-02-2018,15.91,50.34,33.5,0.53,2.63,11.79,58
Amritsar,15-02-2018,31.96,94.51,33.41,0.59,2.68,12.86,77
Amritsar,16-02-2018,68.32,181.17,30.42,1.53,5.1,12.65,129
Amritsar,17-02-2018,41.54,135.18,9.04,0.76,2.93,16.54,137
Amritsar,18-02-2018,53.44,159.72,11.58,0.72,3.1,15.95,133
Amritsar,19-02-2018,52.41,166.21,13.27,0.71,3.54,16.97,139
Amritsar,20-02-2018,69.46,205.16,13.13,0.66,3.72,12.89,162
Amritsar,21-02-2018,54.32,166.52,9.71,0.67,4.71,17.76,154
Amritsar,22-02-2018,43.14,122.51,10.2,0.61,4.93,16.89,124
Amritsar,23-02-2018,52.39,143.82,13.52,0.61,4.66,17.32,123
Amritsar,24-02-2018,29.75,89.22,10.8,0.54,4.14,17.81,114
Amritsar,25-02-2018,,,,,,,85
Amritsar,26-02-2018,27.2,81.05,5.87,0.52,3.65,23.29,
Amritsar,27-02-2018,58.6,153.78,9.93,0.55,4.14,18.36,119
Amritsar,28-02-2018,57.97,149.22,9.32,0.47,3.58,17.94,133
Amritsar,01-03-2018,46.84,128.01,9.46,0.56,3.83,16.46,132
Amritsar,02-03-2018,16.77,58.27,7.56,0.62,3.5,17.53,79
Amritsar,03-03-2018,25.72,77.3,8.99,0.65,3.55,17.96,73
Amritsar,04-03-2018,19.79,57.47,9.64,0.74,4.36,18.93,64
Amritsar,05-03-2018,31.52,77.37,6.09,0.71,3.46,23.99,69
Amritsar,06-03-2018,47.8,85.78,4.86,0.63,2.86,25.36,73
Amritsar,07-03-2018,58.97,153.53,9.45,0.69,3.85,18.99,133
Amritsar,08-03-2018,51.79,140.04,10.5,0.75,3.92,17.81,132
Amritsar,09-03-2018,29.06,104.61,9.14,0.69,3.55,18.23,112
Amritsar,10-03-2018,28.63,90.7,9.03,0.69,3.71,26.84,91
Amritsar,11-03-2018,42.29,129.74,9.54,0.64,3.72,30.89,110
Amritsar,12-03-2018,48.66,155.13,8.7,0.57,8.52,31.15,128
Amritsar,13-03-2018,54.53,157.09,8,0.88,3.55,29.18,140
Amritsar,14-03-2018,40.21,138.73,8.52,0.92,3.09,31.63,125
Amritsar,15-03-2018,27.42,104.51,6.89,1.31,3.42,34.72,119
Amritsar,16-03-2018,20.92,81.28,13.74,0.78,6.25,40.85,88
Amritsar,17-03-2018,30.1,96.19,14.15,0.76,1.95,37.46,93
Amritsar,18-03-2018,43.88,137.19,15.46,0.89,2.35,34.26,112
Amritsar,19-03-2018,44.86,144.69,14.56,0.84,2.63,36.17,138
Amritsar,20-03-2018,56.47,158.03,12.76,0.75,2.59,23.55,124
Amritsar,21-03-2018,20.96,75.37,4.88,0.84,2.72,29.63,106
Amritsar,22-03-2018,15.44,57.58,4.94,0.86,2.45,29.02,72
Amritsar,23-03-2018,37.84,115.7,4.88,0.9,2.4,30.86,
Amritsar,24-03-2018,53.87,150.64,11.11,0.74,7.43,34.24,
Amritsar,25-03-2018,52.32,136.13,13.02,0.93,1.91,38.35,
Amritsar,26-03-2018,85.49,196.39,14.09,0.9,2.92,36.59,
Amritsar,27-03-2018,79.32,200.53,12.94,0.37,6.19,21.93,
Amritsar,28-03-2018,58,153.79,11.72,1.04,5.09,,
Amritsar,29-03-2018,43.46,137.94,13.6,1.03,1.52,,
Amritsar,30-03-2018,,,,0.94,5.94,,
Amritsar,31-03-2018,60.49,175.86,6.46,0.78,4.04,,
Amritsar,01-04-2018,42.65,127.85,8.85,0.77,4.97,,
Amritsar,02-04-2018,34.55,140.89,6.95,0.78,4.64,,
Amritsar,03-04-2018,65.85,164.22,6.36,0.85,4.41,,
Amritsar,04-04-2018,60.17,196.48,2.24,0.96,5.48,,
Amritsar,05-04-2018,52.95,159.99,16.91,0.29,6.02,,
Amritsar,06-04-2018,46.28,131.27,17.53,0.24,5.68,,126
Amritsar,07-04-2018,34.09,105.54,17.85,0.26,4.15,,110
Amritsar,08-04-2018,42.13,124.71,17.43,0.24,5.38,,112
Amritsar,09-04-2018,28.51,138.44,11.57,0.62,4.41,,138
Amritsar,10-04-2018,34.87,97.24,2.45,0.99,5.9,,96
Amritsar,11-04-2018,18.64,55.1,4.58,0.94,4.71,,77
Amritsar,12-04-2018,28.11,65.25,237.27,0.82,4.64,,72
Amritsar,13-04-2018,42.29,99.54,25.06,0.81,5.11,,83
Amritsar,14-04-2018,52.59,129.54,22.42,0.78,4.63,,107
Amritsar,15-04-2018,55.56,140.47,21.13,0.96,4.5,,128
Amritsar,16-04-2018,33.87,119.64,16.37,0.94,4.32,,122
Amritsar,17-04-2018,22.94,70.01,16.99,0.92,6.11,,99
Amritsar,18-04-2018,35.71,100.19,4.89,0.81,5,,85
Amritsar,19-04-2018,43,134.69,9.02,1.16,4.1,,117
Amritsar,20-04-2018,17.8,63.32,9.46,0.92,4.99,,94
Amritsar,21-04-2018,21.1,77.96,8.67,0.62,4.65,,66
Amritsar,22-04-2018,23.62,80.1,8.81,0.6,4.83,,78
Amritsar,23-04-2018,29.8,98.84,8.82,0.75,4.28,,94
Amritsar,24-04-2018,60.36,161.24,8.64,0.64,4.88,,119
Amritsar,25-04-2018,69.33,167.05,9.24,0.55,4.85,,148
Amritsar,26-04-2018,43.85,109.9,8.67,0.75,4.74,,119
Amritsar,27-04-2018,81.81,203.55,9.99,0.72,5.37,,138
Amritsar,28-04-2018,71.4,148.06,10.58,0.51,4.23,,156
Amritsar,29-04-2018,61.67,148.89,10.58,0.64,5.94,,136
Amritsar,30-04-2018,64.92,178.5,10.64,0.74,8.03,,149
Amritsar,01-05-2018,77.06,201.95,11.04,0.87,8.84,,157
Amritsar,02-05-2018,60.54,188.97,10.25,2.31,12.24,,161
Amritsar,03-05-2018,37.37,83.42,8.35,0.89,6.86,,120
Amritsar,04-05-2018,46.96,117.05,8.24,0.8,4.5,,104
Amritsar,05-05-2018,60.38,157.78,8.23,0.95,5.8,,123
Amritsar,06-05-2018,43.89,121.76,8.22,0.79,5.07,,131
Amritsar,07-05-2018,26.75,83.47,8.26,0.62,6.45,,95
Amritsar,08-05-2018,31.61,81.6,8.21,0.53,5.14,,82
Amritsar,09-05-2018,58.47,118.73,8.25,0.57,4.77,,100
Amritsar,10-05-2018,99.65,169.11,8.25,0.7,4.96,,178
Amritsar,11-05-2018,108.04,198.34,8.24,0.7,5.85,,252
Amritsar,12-05-2018,118.6,206.81,8.26,0.68,5.73,,273
Amritsar,13-05-2018,41.29,89.89,8.22,0.54,6.12,,153
Amritsar,14-05-2018,51.48,113.43,8.22,0.61,5.39,,102
Amritsar,15-05-2018,75.55,148.68,8.23,0.64,5.43,,128
Amritsar,16-05-2018,56.32,136.55,8.27,0.66,6.05,,127
Amritsar,17-05-2018,92.14,196.87,8.35,0.63,5.91,41.86,167
Amritsar,18-05-2018,84.74,196.78,8.41,0.66,5.46,38.02,206
Amritsar,19-05-2018,72.32,163.27,8.25,0.59,5.99,35.54,149
Amritsar,20-05-2018,67.71,106.21,8.47,0.69,5.01,38.8,131
Amritsar,21-05-2018,74.3,134.46,8.61,0.61,5.77,38.82,127
Amritsar,22-05-2018,104.43,152.02,8.4,0.63,5.03,40.73,252
Amritsar,23-05-2018,52.81,112.14,8.31,0.58,5.9,42.01,134
Amritsar,24-05-2018,51.88,100.81,8.33,0.63,5.56,41.07,102
Amritsar,25-05-2018,62.72,124.43,8.56,0.58,6.65,41.84,114
Amritsar,26-05-2018,74.08,126.26,8.34,0.53,5.85,42.98,132
Amritsar,27-05-2018,72.53,138.75,8.3,0.48,5.72,42.48,134
Amritsar,28-05-2018,108.07,76.5,8.24,0.97,7.2,40.83,225
Amritsar,29-05-2018,74.32,61.18,8.36,0.98,6.52,44.43,196
Amritsar,30-05-2018,66.86,67.01,8.69,0.74,6.42,41.35,113
Amritsar,31-05-2018,75.49,327.61,22.51,0.92,5.16,34.32,130
Amritsar,01-06-2018,99.15,331.54,8.55,1.56,6.51,23.58,254
Amritsar,02-06-2018,48.66,179.33,8.57,1.26,6.14,20.8,200
Amritsar,03-06-2018,67.25,199.98,8.4,1.24,6.23,23.36,164
Amritsar,04-06-2018,61.84,194.06,9.97,1.8,6.29,33.48,174
Amritsar,05-06-2018,59.22,208.58,9.6,1.23,3.13,38.93,164
Amritsar,06-06-2018,,,,,,,170
Amritsar,07-06-2018,53.32,146.53,17.23,2.81,4.73,46.78,
Amritsar,08-06-2018,54.7,175.81,29.71,2.1,6.52,32.46,148
Amritsar,09-06-2018,29.87,135.11,6.05,0.75,11.15,28.03,133
Amritsar,10-06-2018,50.25,148.66,18.11,,10.2,33.35,128
Amritsar,11-06-2018,51.72,175.01,48.32,,14.28,27.6,135
Amritsar,12-06-2018,63.27,260.67,91.53,,7.91,38.92,
Amritsar,13-06-2018,83.88,340.65,13.99,2.82,7.38,34.24,221
Amritsar,14-06-2018,194.84,917.08,17.41,,6.88,28.53,732
Amritsar,15-06-2018,262.84,802.87,14.54,,5.26,31.27,869
Amritsar,16-06-2018,145.95,401.62,13.25,,8.52,29.86,695
Amritsar,17-06-2018,49.36,215.18,13.17,,4.35,30.54,222
Amritsar,18-06-2018,41.53,183.02,14.08,,6.47,41.74,158
Amritsar,19-06-2018,39.78,171.73,15.08,0,7.19,46.14,154
Amritsar,20-06-2018,44.05,152.49,16.37,,6.46,34.83,143
Amritsar,21-06-2018,33.94,120.27,17.25,,5.67,42.11,121
Amritsar,22-06-2018,40.94,150.34,16.96,,7.43,49.88,126
Amritsar,23-06-2018,32.02,154.91,16.48,,7.24,,145
Amritsar,24-06-2018,41.94,120.52,16.47,,6.33,,113
Amritsar,25-06-2018,45.02,174.24,16.07,,4.7,43.26,113
Amritsar,26-06-2018,49.85,229.22,15.85,,6.46,28.48,189
Amritsar,27-06-2018,30.38,85.39,16.22,,7.4,29.44,110
Amritsar,28-06-2018,21.99,46.12,16.14,1.34,12.55,24.31,86
Amritsar,29-06-2018,14.6,40.21,16.86,,8.09,17.42,47
Amritsar,30-06-2018,26.32,72.24,17.53,,9.9,26.17,50
Amritsar,01-07-2018,39.38,89.71,18.89,,3.78,39.68,94
Amritsar,02-07-2018,42.91,96.36,18.79,,4.23,36.15,96
Amritsar,03-07-2018,29.81,42.27,18.68,,9.09,21.49,59
Amritsar,04-07-2018,57.48,49.28,18.73,,11.28,20.67,83
Amritsar,05-07-2018,35.43,75.99,7.37,,5.02,31.48,71
Amritsar,06-07-2018,57.96,119.11,9.12,0.16,10.6,37,101
Amritsar,07-07-2018,51.58,109.11,9.3,0.18,7.1,40.35,107
Amritsar,08-07-2018,41.99,92.76,9.2,0.46,6.03,38.63,95
Amritsar,09-07-2018,43.36,87.53,9.17,0.15,9.03,38.7,93
Amritsar,10-07-2018,52.64,68.71,10.8,0.23,7.33,25.46,88
Amritsar,11-07-2018,28.48,46.52,10.06,0.47,7.25,30.39,81
Amritsar,12-07-2018,36.03,55.76,8.76,,5.66,25.23,50
Amritsar,13-07-2018,16.45,33.03,9.01,,11.91,17.04,60
Amritsar,14-07-2018,21.83,45.5,9.18,,7.33,37.11,
Amritsar,15-07-2018,21.47,41.26,9.43,,7.56,30.98,
Amritsar,16-07-2018,28.43,47.3,9.41,0,3.1,29.37,49
Amritsar,17-07-2018,22.09,41.49,9.35,0,2.67,34.97,49
Amritsar,18-07-2018,24.9,53.83,8.82,0,3.84,40.09,55
Amritsar,19-07-2018,18.52,53.06,8.73,0.25,3.39,41.53,
Amritsar,20-07-2018,26.85,65.56,8.06,0.41,9.02,27.54,67
Amritsar,21-07-2018,27.89,60.21,5.99,0.42,6.07,30.64,64
Amritsar,22-07-2018,25.89,27.13,6.06,0.34,3.75,34.04,54
Amritsar,23-07-2018,23.24,40.44,6.02,0.36,4.05,39.98,50
Amritsar,24-07-2018,24.15,48.14,5.21,0.37,3.71,38.48,74
Amritsar,25-07-2018,28.38,51.05,4.85,0.37,3.45,31.95,54
Amritsar,26-07-2018,14.82,31.86,4.83,0.13,3.45,27.37,50
Amritsar,27-07-2018,10.8,29.2,5.6,0.2,2.63,31.03,
Amritsar,28-07-2018,,28.23,6.7,0.24,1.95,27.33,25
Amritsar,29-07-2018,,38.77,6.65,0.37,1.92,26.45,46
Amritsar,30-07-2018,,49.86,6.6,0.33,2.04,32.44,68
Amritsar,31-07-2018,,59.9,6.63,0.3,2.12,36.58,59
Amritsar,01-08-2018,,63.84,7.14,0.17,2.21,39.25,71
Amritsar,02-08-2018,,61.34,8.58,0.5,3.89,42.72,62
Amritsar,03-08-2018,,147.2,8.94,0.23,2.77,30.38,67
Amritsar,04-08-2018,,127.95,8.67,0.14,4.57,38.44,126
Amritsar,05-08-2018,,83.64,8.11,,5.08,33.16,100
Amritsar,06-08-2018,,47.79,8.08,,6.87,34.94,66
Amritsar,07-08-2018,,19.9,7.92,,8.37,34.38,39
Amritsar,08-08-2018,,18.23,6.56,,6.67,33.25,37
Amritsar,09-08-2018,,19.99,7.11,,7.22,35.4,40
Amritsar,10-08-2018,,38.43,7.67,,8.7,34.38,42
Amritsar,11-08-2018,,38.21,7.76,,8.69,29.83,42
Amritsar,12-08-2018,,65.08,7.83,,8.41,28.86,43
Amritsar,13-08-2018,,47.75,8.79,,6.75,29.1,64
Amritsar,14-08-2018,,35.59,10.34,,7.25,38.17,44
Amritsar,15-08-2018,,31.42,10.37,,9.04,33.88,
Amritsar,16-08-2018,,61.22,10.24,,6.69,36.6,
Amritsar,17-08-2018,,50.07,9.47,,3.14,33.74,
Amritsar,18-08-2018,,28.55,9.46,,6.39,39.73,64
Amritsar,19-08-2018,,24.03,9.47,,5.18,32.67,40
Amritsar,20-08-2018,,39.04,10.14,0.32,5.76,34.69,61
Amritsar,21-08-2018,19.92,37.9,12.06,1.01,8.09,32.38,42
Amritsar,22-08-2018,,43.11,13.5,0.04,6.63,29.55,
Amritsar,23-08-2018,,30.87,12.01,0,5.23,25.65,40
Amritsar,24-08-2018,,47.04,13.39,0,6.56,31.61,39
Amritsar,25-08-2018,,,,,,,
Amritsar,26-08-2018,,,,,,,
Amritsar,27-08-2018,,71.25,32.78,0,27.38,29.62,
Amritsar,28-08-2018,,92.29,11.84,0.04,6.1,36,
Amritsar,29-08-2018,,99.16,11.74,0,4.98,15.3,98
Amritsar,30-08-2018,,73.84,10.68,0,5.32,20.33,86
Amritsar,31-08-2018,,86.23,9.68,0,5.79,29.21,72
Amritsar,01-09-2018,,74.16,18,0,5.43,33.67,78
Amritsar,02-09-2018,,48.94,10.27,0,2.36,13.52,
Amritsar,03-09-2018,,36.88,12.7,0,3.28,20.52,
Amritsar,04-09-2018,,39.17,11.55,0,2.99,23.02,39
Amritsar,05-09-2018,,64.29,10.75,0,2.33,32.89,53
Amritsar,06-09-2018,,82.86,8.52,0,2.4,22.94,70
Amritsar,07-09-2018,,56.13,7.29,0,2.74,19.52,72
Amritsar,08-09-2018,,24.89,7.84,0,3.13,22.58,40
Amritsar,09-09-2018,,34.62,10.65,0,2.87,17.87,33
Amritsar,10-09-2018,,43.28,10.85,0,4.32,19.64,36
Amritsar,11-09-2018,,42.87,15.46,0,2.74,21.88,45
Amritsar,12-09-2018,,47.01,14.9,0,2.81,21.21,46
Amritsar,13-09-2018,,84.37,10.91,0,3.09,19.33,56
Amritsar,14-09-2018,,44.41,11.35,0,2.15,20.13,77
Amritsar,15-09-2018,,36.96,11.61,0,3.01,19.82,38
Amritsar,16-09-2018,,41.76,11.37,0,2.28,22.39,39
Amritsar,17-09-2018,,56.83,11.48,0,3.49,25.12,48
Amritsar,18-09-2018,,67.86,11.79,0,2.03,25.65,63
Amritsar,19-09-2018,,81.95,11.69,0,3.25,25.84,76
Amritsar,20-09-2018,,88.29,11.32,0,2.78,27.92,84
Amritsar,21-09-2018,,73.77,11.04,0,2.57,24.4,86
Amritsar,22-09-2018,,33.3,10.85,0,4.17,18.28,52
Amritsar,23-09-2018,,10.81,3.94,0.02,5.15,10.8,32
Amritsar,24-09-2018,,17.01,0.79,0,4.9,16.19,22
Amritsar,25-09-2018,,27.65,1.41,0,3.16,12.47,20
Amritsar,26-09-2018,,84.37,1.41,0,6.76,10.35,56
Amritsar,27-09-2018,,93.59,4.82,0.06,4.37,16.55,91
Amritsar,28-09-2018,,94.38,11.77,0,5.97,19.15,94
Amritsar,29-09-2018,,43.79,14.45,0,6.46,18.06,67
Amritsar,30-09-2018,,84.29,14.12,0,6.29,19.94,68
Amritsar,01-10-2018,,119.97,14.79,0,6.5,20.78,100
Amritsar,02-10-2018,,130.41,15.03,0,5.83,21.03,119
Amritsar,03-10-2018,,134.54,14.44,0,6.65,17.06,122
Amritsar,04-10-2018,,79.33,18.87,0,6.61,20.1,104
Amritsar,05-10-2018,,65.32,17.17,0,6.18,21.78,78
Amritsar,06-10-2018,,95.99,15.89,0,6.16,18.11,83
Amritsar,07-10-2018,,194.56,15.38,0,6.75,23.54,133
Amritsar,08-10-2018,,154.77,12.72,0,5.05,20.87,157
Amritsar,09-10-2018,,87.81,10.99,0,3.72,9.48,106
Amritsar,10-10-2018,,132.12,14.43,0,4.15,17.22,93
Amritsar,11-10-2018,,152.34,21.74,0,6.05,21.4,146
Amritsar,12-10-2018,,152.55,27.25,0,6.43,17.28,129
Amritsar,13-10-2018,,211.81,26.32,0,5.77,18.01,150
Amritsar,14-10-2018,,271.06,26.49,0,6.71,18.63,209
Amritsar,15-10-2018,,228.06,23.23,0.09,6.47,24.57,203
Amritsar,16-10-2018,,125.47,18.58,0,6.07,30.09,145
Amritsar,17-10-2018,,121.94,19.97,0,6.19,24,106
Amritsar,18-10-2018,,106.02,20.95,0.01,5.43,22.76,118
Amritsar,19-10-2018,,112.9,22.89,0,6.5,21.61,106
Amritsar,20-10-2018,,85.78,25.08,0,6.11,18.43,96
Amritsar,21-10-2018,41.99,143.94,29.28,0.01,5.58,18.68,115
Amritsar,22-10-2018,59.95,182.15,29.53,0,5.17,18.41,145
Amritsar,23-10-2018,48.96,144.84,23.73,0,6.21,22.47,137
Amritsar,24-10-2018,61.79,184.57,24.41,0.01,6.63,21.24,152
Amritsar,25-10-2018,37.17,106.31,26.8,0,6.35,20.92,119
Amritsar,26-10-2018,42.12,120.38,27.04,0.01,6.02,22.48,107
Amritsar,27-10-2018,48.55,138.69,26.26,0,5.78,25.03,124
Amritsar,28-10-2018,45.78,130.79,28.65,0,5.84,15.61,122
Amritsar,29-10-2018,57.31,175.25,26.18,0.02,5.98,21.27,138
Amritsar,30-10-2018,57.94,171.82,20.66,0,6.3,24.7,144
Amritsar,31-10-2018,49.3,143.96,22.59,0.01,6.08,21.03,140
Amritsar,01-11-2018,116.63,306.18,21.4,0,6.32,19.98,251
Amritsar,02-11-2018,33.74,87.84,21.19,0.01,6,15.41,137
Amritsar,03-11-2018,48.76,139.29,27.79,0,6.47,14.1,112
Amritsar,04-11-2018,27.22,102.81,32.62,0,5.88,11.15,124
Amritsar,05-11-2018,27.75,106.09,27.03,0,6.01,25.27,
Amritsar,06-11-2018,31.86,90.9,38.29,0,,13.28,74
Amritsar,07-11-2018,73.92,213.3,43.28,0.32,19.13,11.34,146
Amritsar,08-11-2018,96.85,215.67,32.62,1.13,9.91,30.02,237
Amritsar,09-11-2018,60.41,112.53,38.15,0.81,3.2,27.13,124
Amritsar,10-11-2018,54.89,157.76,38.02,0.01,3.8,26.42,114
Amritsar,11-11-2018,62.42,178.25,34.95,0,3.59,22.36,158
Amritsar,12-11-2018,33.74,96.43,37.24,0,2.31,17.17,120
Amritsar,13-11-2018,45.16,129.04,38.7,0,,15.79,101
Amritsar,14-11-2018,42.61,121.76,36.97,0,,15.82,129
Amritsar,15-11-2018,38.93,111.3,23.5,0.02,3.89,27.39,
Amritsar,16-11-2018,49.87,142.45,35.8,0,,19.76,115
Amritsar,17-11-2018,71.74,205.11,38.24,0,,18.19,156
Amritsar,18-11-2018,54.93,152.6,38.26,0,,19.12,158
Amritsar,19-11-2018,48.16,128.53,29.8,0.01,8.56,24.92,117
Amritsar,20-11-2018,52.3,139.23,27.98,0.01,0.71,19.59,125
Amritsar,21-11-2018,93.43,147.22,28.7,0.01,5.36,14.99,140
Amritsar,22-11-2018,112.18,162.8,34.1,0,6.94,11.73,306
Amritsar,23-11-2018,46.38,102.86,31.23,0,,8.3,134
Amritsar,24-11-2018,45.32,100.78,33.26,0,,8.07,91
Amritsar,25-11-2018,68.66,152.57,36.7,0,,8.86,121
Amritsar,26-11-2018,63.86,142.12,33.08,0.01,4.71,16.83,135
Amritsar,27-11-2018,69.37,154.01,36.36,0,,20.57,132
Amritsar,28-11-2018,63.2,140.32,33.88,0,,19.47,127
Amritsar,29-11-2018,65.15,144.93,33.27,0.01,3.23,21.4,130
Amritsar,30-11-2018,62.87,139.7,31.37,0,7.56,20.76,135
Amritsar,01-12-2018,62.95,140.07,36.7,0.01,5.91,16.61,125
Amritsar,02-12-2018,41.91,93.07,38,0,,17.04,109
Amritsar,03-12-2018,53.8,123.95,33.28,0.01,9.49,23.99,101
Amritsar,04-12-2018,76.21,168.2,26.18,0.02,7.11,23.88,115
Amritsar,05-12-2018,61.69,137.47,33.08,0.01,4.06,19.18,127
Amritsar,06-12-2018,70.49,156.56,43.85,0,,15.79,139
Amritsar,07-12-2018,63.57,141.24,33.89,0,,20.74,130
Amritsar,08-12-2018,69.19,153.63,37.59,0.01,6.2,16.57,131
